date,text
2005-12-13,"""The Federal Open Market Committee seeks monetary and financial 
        conditions that will foster price stability and promote sustainable growth 
        in output. To further its long-run objectives, the Committee in the immediate 
        future seeks conditions in reserve markets consistent with increasing 
        the federal funds rate to an average of around 4-1/4 percent."""
2005-12-13,"""The Committee judges that some further measured policy firming 
        is likely to be needed to keep the risks to the attainment of both sustainable 
        economic growth and price stability roughly in balance. In any event, 
        the Committee will respond to changes in economic prospects as needed 
        to foster these objectives."""
2005-12-13,"

Return to top
"
2005-12-13,"
"
2005-12-13,FOMC
2006-01-31,1. Alan Greenspan was elected to serve for the remainder of the day.
2006-01-31,"In addition, it was agreed that the Committee would conduct a notation vote upon the swearing in of a new Chairman of the Board of Governors to elect Alan Greenspan's successor as Chairman of the Committee."
2006-01-31,"
Secretary's Note:  By notation vote completed on February 1, 2006 the Committee unanimously approved the election of Ben S. Bernanke as Chairman of the Federal Open Market Committee.	  
"
2006-01-31,"By unanimous vote, Deborah J. Danker, or her successor as Deputy Secretary, was elected to serve as Chief Freedom of Information Act Officer to comply with an Executive Order issued on December 14, 2005 that requires federal agencies to take certain actions relating to FOIA activities."
2006-01-31,"By unanimous vote, the Committee amended its Program for Security of FOMC Information, primarily to reflect incorporation of the Board's new rules on access to confidential information by non-citizens."
